GO-term	Name	Category	P-value	ProteinAccessions	ProteinNames
GO:0006725	cellular aromatic compound metabolic process	biological_process	0.618636311380513	P61586|P05026|P38606|P49454|P26358|O95573|P13984|P09601|Q9HCE1|Q9Y6M9|P52948|P09884|P50897|P49642|P49643|P17612|Q92900|O75534|Q13310|Q92820|O43818|O75439|P62877|Q13283|Q9UDR5|O00566|Q6UX04|O95391|Q96B26|Q9NU22|Q13868|P37198|Q14181|Q9Y3U8|Q8NEJ9|P11940|Q9UJZ1|Q9NQT5|Q9Y375|Q9H2H8|Q9NW13|Q9NQT4|Q9H773|Q8TAD8|Q9BSC4|Q96HW7|	RHOA|ATP1B1|ATP6V1A|CENPF|DNMT1|ACSL3|GTF2F2|HMOX1|MOV10|NDUFB9|NUP98|POLA1|PPT1|PRIM1|PRIM2|PRKACA|UPF1|CSDE1|PABPC4|GGH|RRP9|PMPCB|RBX1|G3BP1|AASS|MPHOSPH10|CWC27|SLU7|EXOSC8|MDN1|EXOSC2|NUP62|POLA2|RPL36|NGDN|PABPC1|STOML2|EXOSC3|NDUFAF1|PPIL3|RBM28|EXOSC5|DCTPP1|SNIP1|NOL10|INTS4|
GO:0006732	coenzyme metabolic process	biological_process	0.9547483516418278	P00387|O95573|P50897|Q92820|Q9UDR5|Q9NZL9|	CYB5R3|ACSL3|PPT1|GGH|AASS|MAT2B|
GO:0006753	nucleoside phosphate metabolic process	biological_process	0.9889328117117983	P61586|P05026|P38606|O95573|Q9Y6M9|P50897|O75439|Q9UDR5|Q9UJZ1|Q9Y375|Q9H773|	RHOA|ATP1B1|ATP6V1A|ACSL3|NDUFB9|PPT1|PMPCB|AASS|STOML2|NDUFAF1|DCTPP1|
GO:0006790	sulfur compound metabolic process	biological_process	0.831253797884157	O95573|P50897|Q9UDR5|Q9NZL9|	ACSL3|PPT1|AASS|MAT2B|
GO:0006793	phosphorus metabolic process	biological_process	0.46870152813966715	P61586|P05026|P38606|P19784|P67870|Q7KZI7|O95573|Q9P0L2|P27448|Q9Y6M9|P50897|P17612|Q13546|O75439|P62877|Q99996|Q9UDR5|Q7Z7A1|O14578|O95684|O60885|Q9UHD2|Q9UJZ1|Q9Y375|P61106|Q8IWA5|Q9H773|Q8TD19|	RHOA|ATP1B1|ATP6V1A|CSNK2A2|CSNK2B|MARK2|ACSL3|MARK1|MARK3|NDUFB9|PPT1|PRKACA|RIPK1|PMPCB|RBX1|AKAP9|AASS|CNTRL|CIT|FGFR1OP|BRD4|TBK1|STOML2|NDUFAF1|RAB14|SLC44A2|DCTPP1|NEK9|
GO:0006796	phosphate-containing compound metabolic process	biological_process	0.46870152813966715	P61586|P05026|P38606|P19784|P67870|Q7KZI7|O95573|Q9P0L2|P27448|Q9Y6M9|P50897|P17612|Q13546|O75439|P62877|Q99996|Q9UDR5|Q7Z7A1|O14578|O95684|O60885|Q9UHD2|Q9UJZ1|Q9Y375|P61106|Q8IWA5|Q9H773|Q8TD19|	RHOA|ATP1B1|ATP6V1A|CSNK2A2|CSNK2B|MARK2|ACSL3|MARK1|MARK3|NDUFB9|PPT1|PRKACA|RIPK1|PMPCB|RBX1|AKAP9|AASS|CNTRL|CIT|FGFR1OP|BRD4|TBK1|STOML2|NDUFAF1|RAB14|SLC44A2|DCTPP1|NEK9|
GO:0006807	nitrogen compound metabolic process	biological_process	0.996832894843284	P11310|O94973|P61586|P05026|P38606|P49454|Q96CW1|P19784|P67870|P26358|Q7KZI7|O95573|P35555|P06280|Q08379|P13984|Q92769|P09601|P14735|Q9P0L2|P27448|P61006|Q08431|Q9HCE1|Q9Y6M9|Q99519|P52948|O00469|P09884|P16435|P50897|P49642|P49643|P17612|P48556|P62820|P61019|Q92900|Q15056|O76024|O75534|Q13724|P51149|Q13617|O76061|Q13546|Q13310|Q92820|O43818|O75439|P62877|Q99996|Q13283|Q9UDR5|Q9H4P4|O00566|P61962|Q6UX04|O95391|Q13438|Q7Z7A1|O14578|O95684|Q96B26|Q9BS26|O75592|Q92552|Q9NU22|Q10713|Q13868|O60885|P37198|Q14181|Q9ULT8|Q9Y3U8|Q8NEJ9|P11940|Q96DZ1|Q9UHD2|Q9UJZ1|Q9NQT5|Q9Y375|Q9Y399|Q7Z5G4|Q9H2H8|Q9NXK8|Q9NW13|Q9NQT4|Q8IWA5|Q86YT6|P82663|Q9BQQ3|Q5VT66|P82675|Q9H773|Q9C0D3|Q8TAD8|Q9BSC4|Q8IWF2|Q9BZQ6|Q8TD19|Q96HW7|Q2T9J0|	ACADM|AP2A2|RHOA|ATP1B1|ATP6V1A|CENPF|AP2M1|CSNK2A2|CSNK2B|DNMT1|MARK2|ACSL3|FBN1|GLA|GOLGA2|GTF2F2|HDAC2|HMOX1|IDE|MARK1|MARK3|RAB8A|MFGE8|MOV10|NDUFB9|NEU1|NUP98|PLOD2|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PSMD8|RAB1A|RAB2A|UPF1|EIF4H|WFS1|CSDE1|MOGS|RAB7A|CUL2|STC2|RIPK1|PABPC4|GGH|RRP9|PMPCB|RBX1|AKAP9|G3BP1|AASS|RNF41|MPHOSPH10|DCAF7|CWC27|SLU7|OS9|CNTRL|CIT|FGFR1OP|EXOSC8|ERP44|MYCBP2|MRPS27|MDN1|PMPCA|EXOSC2|BRD4|NUP62|POLA2|HECTD1|RPL36|NGDN|PABPC1|ERLEC1|TBK1|STOML2|EXOSC3|NDUFAF1|MRPS2|GOLGA7|PPIL3|FBXL12|RBM28|EXOSC5|SLC44A2|MIB1|MRPS25|GORASP1|MARC1|MRPS5|DCTPP1|ZYG11B|SNIP1|NOL10|FOXRED2|EDEM3|NEK9|INTS4|TYSND1|
GO:0006810	transport	biological_process	0.17596073392760297	O94973|P62330|P61586|P05026|P38606|Q15904|P49454|Q96CW1|P67870|P00387|P27105|P55085|O95573|P06280|Q08379|Q14789|P14735|P05556|P61006|Q08431|Q99519|Q99567|P52948|P50897|P62820|P61019|P51148|P11233|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|Q92820|O14745|O75439|Q9UN86|P61970|O43823|Q9Y4L1|O95391|P61916|P61026|Q13438|Q12907|O14975|Q9NP72|Q9BS26|Q96S66|Q10713|Q8TEM1|Q96JC1|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q9UJZ1|Q7Z5G4|P61106|Q7Z3B4|Q9H270|Q8IWA5|Q86YT6|Q9H173|Q9BQQ3|Q9H7Z7|Q9HAV7|Q96DA6|Q4KMQ2|Q2T9J0|	AP2A2|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|CSNK2B|CYB5R3|STOM|F2RL1|ACSL3|GLA|GOLGA2|GOLGB1|IDE|ITGB1|RAB8A|MFGE8|NEU1|NUP88|NUP98|PPT1|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|GGH|SLC9A3R1|PMPCB|G3BP2|NUTF2|AKAP8|HYOU1|SLU7|NPC2|RAB10|OS9|LMAN2|SLC27A2|RAB18|ERP44|CLCC1|PMPCA|NUP210|VPS39|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|STOML2|GOLGA7|RAB14|NUP54|VPS11|SLC44A2|MIB1|SIL1|GORASP1|PTGES2|GRPEL1|DNAJC19|ANO6|TYSND1|
GO:0006811	ion transport	biological_process	0.9643475469838095	P05026|P38606|Q15904|O95573|O14745|O75439|P61916|O14975|Q96S66|Q10713|Q9UJZ1|Q8IWA5|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|ACSL3|SLC9A3R1|PMPCB|NPC2|SLC27A2|CLCC1|PMPCA|STOML2|SLC44A2|ANO6|
GO:0006812	cation transport	biological_process	0.8176596745061091	P05026|P38606|Q15904|O14745|O75439|Q10713|Q9UJZ1|Q8IWA5|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|SLC9A3R1|PMPCB|PMPCA|STOML2|SLC44A2|ANO6|
GO:0006814	sodium ion transport	biological_process	0.14996743553214986	P05026|O14745|Q4KMQ2|	ATP1B1|SLC9A3R1|ANO6|
GO:0006816	calcium ion transport	biological_process	0.9467394451314279	O75439|Q10713|Q9UJZ1|Q4KMQ2|	PMPCB|PMPCA|STOML2|ANO6|
GO:0006820	anion transport	biological_process	0.9001299359586789	O95573|O14745|P61916|O14975|Q96S66|Q4KMQ2|	ACSL3|SLC9A3R1|NPC2|SLC27A2|CLCC1|ANO6|
GO:0006839	mitochondrial transport	biological_process	0.06151628368869702	O75439|Q10713|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9UJZ1|Q9HAV7|Q96DA6|	PMPCB|PMPCA|TIMM10B|TIMM10|TIMM9|TIMM8B|STOML2|GRPEL1|DNAJC19|
GO:0006851	mitochondrial calcium ion transmembrane transport	biological_process	0.902713763291213	O75439|Q10713|Q9UJZ1|	PMPCB|PMPCA|STOML2|
GO:0006869	lipid transport	biological_process	0.9696678347095722	O95573|P61916|O14975|Q4KMQ2|	ACSL3|NPC2|SLC27A2|ANO6|
GO:0006873	cellular ion homeostasis	biological_process	0.5567452952842848	P05026|P38606|Q15904|P55085|P62873|P09601|P50897|P17612|P52306|O76024|P51149|O76061|O14745|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PPT1|PRKACA|RAP1GDS1|WFS1|RAB7A|STC2|SLC9A3R1|STOML2|
GO:0006874	cellular calcium ion homeostasis	biological_process	0.18676038078280083	P05026|P55085|P62873|P17612|P52306|O76024|O76061|Q9UJZ1|	ATP1B1|F2RL1|GNB1|PRKACA|RAP1GDS1|WFS1|STC2|STOML2|
GO:0006875	cellular metal ion homeostasis	biological_process	0.5831264612514635	P05026|P38606|Q15904|P55085|P62873|P09601|P17612|P52306|O76024|O76061|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PRKACA|RAP1GDS1|WFS1|STC2|STOML2|
GO:0006879	cellular iron ion homeostasis	biological_process	0.510033481788937	P38606|Q15904|P09601|	ATP6V1A|ATP6AP1|HMOX1|
GO:0006885	regulation of pH	biological_process	0.6734554176570715	Q15904|P50897|P51149|	ATP6AP1|PPT1|RAB7A|
GO:0006886	intracellular protein transport	biological_process	4.7329250551035425E-5	O94973|P62330|P05026|Q96CW1|P14735|P61006|Q99567|P52948|P62820|P61019|P51148|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|O75439|P61970|O95391|P61026|Q13438|O14975|Q9NP72|Q10713|Q8TEM1|Q96JC1|P37198|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q7Z5G4|P61106|Q7Z3B4|Q9H270|Q9H173|Q9HAV7|Q96DA6|Q2T9J0|	AP2A2|ARF6|ATP1B1|AP2M1|IDE|RAB8A|NUP88|NUP98|RAB1A|RAB2A|RAB5C|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|PMPCB|NUTF2|SLU7|RAB10|OS9|SLC27A2|RAB18|PMPCA|NUP210|VPS39|NUP62|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|GOLGA7|RAB14|NUP54|VPS11|SIL1|GRPEL1|DNAJC19|TYSND1|
GO:0006887	exocytosis	biological_process	0.2183462603534928	O94973|P61586|P67870|P00387|P27105|P06280|P61006|Q99519|P51148|P11233|P51149|Q92820|P61916|P61026|O14975|Q9NP72|Q9BS26|Q7Z5G4|P61106|Q9H270|Q8IWA5|Q9H7Z7|Q4KMQ2|	AP2A2|RHOA|CSNK2B|CYB5R3|STOM|GLA|RAB8A|NEU1|RAB5C|RALA|RAB7A|GGH|NPC2|RAB10|SLC27A2|RAB18|ERP44|GOLGA7|RAB14|VPS11|SLC44A2|PTGES2|ANO6|
GO:0006888	ER to Golgi vesicle-mediated transport	biological_process	0.022676749192377856	Q08379|Q14789|P62820|Q9Y4L1|Q12907|Q9BQQ3|	GOLGA2|GOLGB1|RAB1A|HYOU1|LMAN2|GORASP1|
GO:0006892	post-Golgi vesicle-mediated transport	biological_process	0.5938024080403933	P61026|Q7Z5G4|P61106|	RAB10|GOLGA7|RAB14|
GO:0006897	endocytosis	biological_process	0.02024505339369294	O94973|P62330|Q96CW1|P05556|Q08431|P50897|P62820|P51149|Q9Y4L1|P61106|Q86YT6|	AP2A2|ARF6|AP2M1|ITGB1|MFGE8|PPT1|RAB1A|RAB7A|HYOU1|RAB14|MIB1|
GO:0006898	receptor-mediated endocytosis	biological_process	0.361456131470643	O94973|Q96CW1|P05556|P50897|Q9Y4L1|	AP2A2|AP2M1|ITGB1|PPT1|HYOU1|
GO:0006900	vesicle budding from membrane	biological_process	0.001328901079038412	Q96CW1|Q08379|P62820|O00203|Q9BQQ3|	AP2M1|GOLGA2|RAB1A|AP3B1|GORASP1|
GO:0006901	vesicle coating	biological_process	0.0027645561644255995	Q08379|P62820|Q9BQQ3|	GOLGA2|RAB1A|GORASP1|
GO:0006903	vesicle targeting	biological_process	0.0027645561644255995	Q08379|P62820|Q9BQQ3|	GOLGA2|RAB1A|GORASP1|
GO:0006904	vesicle docking involved in exocytosis	biological_process	0.010116491878262655	P61006|P61026|Q9H270|	RAB8A|RAB10|VPS11|
GO:0006906	vesicle fusion	biological_process	9.453907217392126E-4	P61006|P51149|Q96JC1|Q9H270|	RAB8A|RAB7A|VPS39|VPS11|
GO:0006909	phagocytosis	biological_process	0.04836603229972034	P05556|Q08431|P51149|P61106|	ITGB1|MFGE8|RAB7A|RAB14|
GO:0006913	nucleocytoplasmic transport	biological_process	7.494390677437497E-8	Q99567|P52948|Q92900|P35658|P78406|P61970|O95391|Q9NP72|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|NUTF2|SLU7|RAB18|NUP210|NUP62|NUP54|
GO:0006914	autophagy	biological_process	0.0024260569429539335	Q7KZI7|P61006|P62820|P51149|Q9H4P4|Q96JC1|Q9H270|	MARK2|RAB8A|RAB1A|RAB7A|RNF41|VPS39|VPS11|
GO:0006915	apoptotic process	biological_process	0.02042589994563874	P62330|P19784|P62873|P09601|Q13617|Q13546|Q9H4P4|O14578|Q9NQC3|	ARF6|CSNK2A2|GNB1|HMOX1|CUL2|RIPK1|RNF41|CIT|RTN4|
GO:0006928	movement of cell or subcellular component	biological_process	0.005423301528042652	P61586|P05026|Q7KZI7|P55085|P05556|Q9P0L2|P62820|O00203|O75592|Q9UH99|Q9NQC3|Q4KMQ2|	RHOA|ATP1B1|MARK2|F2RL1|ITGB1|MARK1|RAB1A|AP3B1|MYCBP2|SUN2|RTN4|ANO6|
GO:0006935	chemotaxis	biological_process	0.08092768885594051	P61586|P11233|O75592|Q4KMQ2|	RHOA|RALA|MYCBP2|ANO6|
GO:0006937	regulation of muscle contraction	biological_process	0.0014689080951179297	P61586|P05026|P17612|Q99996|	RHOA|ATP1B1|PRKACA|AKAP9|
GO:0006942	regulation of striated muscle contraction	biological_process	0.005483653277737073	P05026|P17612|Q99996|	ATP1B1|PRKACA|AKAP9|
GO:0006950	response to stress	biological_process	0.30872640623100256	P61586|P05026|P55085|P62873|Q92769|P09601|P05556|O00469|P09884|P17612|P13861|P31323|P62820|Q92900|O76024|Q13617|O00203|O76061|Q13546|Q13310|A7MCY6|P62877|O43823|Q9Y4L1|O95391|Q13438|Q9BS26|O60885|Q9NY61|Q96DZ1|Q9UHD2|Q9UJZ1|Q9BQ95|P61106|Q9NQT4|Q9H773|Q8IWF2|Q9BZQ6|Q4KMQ2|	RHOA|ATP1B1|F2RL1|GNB1|HDAC2|HMOX1|ITGB1|PLOD2|POLA1|PRKACA|PRKAR2A|PRKAR2B|RAB1A|UPF1|WFS1|CUL2|AP3B1|STC2|RIPK1|PABPC4|TBKBP1|RBX1|AKAP8|HYOU1|SLU7|OS9|ERP44|BRD4|AATF|ERLEC1|TBK1|STOML2|ECSIT|RAB14|EXOSC5|DCTPP1|FOXRED2|EDEM3|ANO6|
GO:0006952	defense response	biological_process	0.1306127630836537	P55085|P09601|P05556|P62820|A7MCY6|O43823|Q9UHD2|Q9BQ95|P61106|Q9NQT4|Q4KMQ2|	F2RL1|HMOX1|ITGB1|RAB1A|TBKBP1|AKAP8|TBK1|ECSIT|RAB14|EXOSC5|ANO6|
GO:0006954	inflammatory response	biological_process	0.46461254187805967	P55085|P09601|Q9UHD2|Q4KMQ2|	F2RL1|HMOX1|TBK1|ANO6|
GO:0006955	immune response	biological_process	0.650307092316188	O94973|P61586|P67870|P00387|P27105|P55085|P06280|Q99519|P51148|P51149|Q92820|A7MCY6|O43823|P61916|P61026|O14975|Q9NP72|Q9BS26|Q9UHD2|Q9NQT5|Q7Z5G4|Q9BQ95|P61106|Q8IWA5|Q9H7Z7|Q4KMQ2|	AP2A2|RHOA|CSNK2B|CYB5R3|STOM|F2RL1|GLA|NEU1|RAB5C|RAB7A|GGH|TBKBP1|AKAP8|NPC2|RAB10|SLC27A2|RAB18|ERP44|TBK1|EXOSC3|GOLGA7|ECSIT|RAB14|SLC44A2|PTGES2|ANO6|
GO:0006974	cellular response to DNA damage stimulus	biological_process	0.9107901711436208	P09601|P09884|Q92900|P62877|O60885|Q9NY61|	HMOX1|POLA1|UPF1|RBX1|BRD4|AATF|
GO:0006979	response to oxidative stress	biological_process	0.8088205323061611	Q92769|P09601|O76061|	HDAC2|HMOX1|STC2|
GO:0006986	response to unfolded protein	biological_process	0.6467195404567794	O76024|O76061|Q9Y4L1|Q9BS26|Q9BZQ6|	WFS1|STC2|HYOU1|ERP44|EDEM3|
GO:0006996	organelle organization	biological_process	1.2724515881900404E-8	P62330|P61586|Q9Y276|P49454|Q96CW1|P26358|Q7KZI7|Q08379|Q14789|Q92769|P14735|P05556|Q9P0L2|P27448|P61006|Q9Y6M9|P52948|O95613|P09884|P50897|P49642|P49643|P17612|P31323|P62820|P61019|P11233|P52306|Q92900|P25440|P51149|P78406|O00116|O00203|O14745|O75439|Q66GS9|Q5VT06|Q9UN86|P62877|Q99996|Q13283|O43823|Q96CW5|Q9BSJ2|P61026|Q12907|O14975|Q7Z7A1|O14578|O95684|Q9BV73|Q9NP72|Q9Y2I6|Q76N32|Q9NU22|Q10713|Q96JC1|O60885|P37198|Q14181|Q9UH99|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9H845|Q9UJZ1|Q9Y375|Q9Y399|Q8N4C6|Q9BQ95|P61106|Q7Z3B4|Q96SN8|Q9H270|Q9NQC3|Q9BQQ3|Q9HAV7|Q8TD19|Q8N183|Q96DA6|Q2T9J0|	ARF6|RHOA|BCS1L|CENPF|AP2M1|DNMT1|MARK2|GOLGA2|GOLGB1|HDAC2|IDE|ITGB1|MARK1|MARK3|RAB8A|NDUFB9|NUP98|PCNT|POLA1|PPT1|PRIM1|PRIM2|PRKACA|PRKAR2B|RAB1A|RAB2A|RALA|RAP1GDS1|UPF1|BRD2|RAB7A|RAE1|AGPS|AP3B1|SLC9A3R1|PMPCB|CEP135|CEP350|G3BP2|RBX1|AKAP9|G3BP1|AKAP8|TUBGCP3|TUBGCP2|RAB10|LMAN2|SLC27A2|CNTRL|CIT|FGFR1OP|CEP250|RAB18|NINL|CEP68|MDN1|PMPCA|VPS39|BRD4|NUP62|POLA2|SUN2|TIMM10B|TIMM10|TIMM9|TIMM8B|ACAD9|STOML2|NDUFAF1|MRPS2|NIN|ECSIT|RAB14|NUP54|CDK5RAP2|VPS11|RTN4|GORASP1|GRPEL1|NEK9|NDUFAF2|DNAJC19|TYSND1|
GO:0006997	nucleus organization	biological_process	0.04223757508879553	P52948|Q9UH99|Q7Z3B4|Q9NQC3|Q8TD19|	NUP98|SUN2|NUP54|RTN4|NEK9|
GO:0006999	nuclear pore organization	biological_process	0.04692563119074478	P52948|Q7Z3B4|Q9NQC3|	NUP98|NUP54|RTN4|
GO:0007005	mitochondrion organization	biological_process	0.41721776049209963	Q9Y276|Q7KZI7|Q9Y6M9|O75439|Q10713|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9H845|Q9UJZ1|Q9Y375|Q9BQ95|Q9HAV7|Q8N183|Q96DA6|	BCS1L|MARK2|NDUFB9|PMPCB|PMPCA|TIMM10B|TIMM10|TIMM9|TIMM8B|ACAD9|STOML2|NDUFAF1|ECSIT|GRPEL1|NDUFAF2|DNAJC19|
GO:0007006	mitochondrial membrane organization	biological_process	0.19083566892832424	P62072|Q9Y5J7|	TIMM10|TIMM9|
GO:0007007	inner mitochondrial membrane organization	biological_process	0.19083566892832424	P62072|Q9Y5J7|	TIMM10|TIMM9|
GO:0007010	cytoskeleton organization	biological_process	4.028969760936339E-11	P62330|P61586|Q7KZI7|Q08379|P05556|Q9P0L2|P27448|O95613|P11233|P52306|O14745|Q66GS9|Q5VT06|Q99996|Q96CW5|Q9BSJ2|O95684|Q9BV73|Q9Y2I6|Q76N32|P37198|Q9UH99|Q8N4C6|Q96SN8|	ARF6|RHOA|MARK2|GOLGA2|ITGB1|MARK1|MARK3|PCNT|RALA|RAP1GDS1|SLC9A3R1|CEP135|CEP350|AKAP9|TUBGCP3|TUBGCP2|FGFR1OP|CEP250|NINL|CEP68|NUP62|SUN2|NIN|CDK5RAP2|
GO:0007017	microtubule-based process	biological_process	3.1208318416174255E-10	P61586|Q7KZI7|Q08379|Q9P0L2|P27448|O95613|P62820|O00203|Q66GS9|Q5VT06|Q99996|Q96CW5|Q9BSJ2|O95684|Q9BV73|Q9Y2I6|Q76N32|P37198|Q9UH99|Q8N4C6|Q96SN8|	RHOA|MARK2|GOLGA2|MARK1|MARK3|PCNT|RAB1A|AP3B1|CEP135|CEP350|AKAP9|TUBGCP3|TUBGCP2|FGFR1OP|CEP250|NINL|CEP68|NUP62|SUN2|NIN|CDK5RAP2|
GO:0007018	microtubule-based movement	biological_process	0.017663661769845344	P62820|O00203|Q9UH99|	RAB1A|AP3B1|SUN2|
GO:0007020	microtubule nucleation	biological_process	0.004155731517235801	Q08379|Q99996|Q96CW5|Q9BSJ2|Q8N4C6|	GOLGA2|AKAP9|TUBGCP3|TUBGCP2|NIN|
GO:0007029	endoplasmic reticulum organization	biological_process	0.01998414835164898	P61026|Q12907|Q9NP72|Q9NQC3|	RAB10|LMAN2|RAB18|RTN4|
GO:0007030	Golgi organization	biological_process	7.541283084107742E-5	Q08379|Q14789|P62820|P61019|Q12907|O14578|Q9BQQ3|	GOLGA2|GOLGB1|RAB1A|RAB2A|LMAN2|CIT|GORASP1|
GO:0007031	peroxisome organization	biological_process	9.453907217392126E-4	P14735|O00116|O14975|Q2T9J0|	IDE|AGPS|SLC27A2|TYSND1|
GO:0007033	vacuole organization	biological_process	0.022780466148318933	P50897|P62820|P51149|P61106|Q9H270|	PPT1|RAB1A|RAB7A|RAB14|VPS11|
GO:0007034	vacuolar transport	biological_process	9.453907217392126E-4	P51149|O00203|Q96JC1|Q9H270|	RAB7A|AP3B1|VPS39|VPS11|
GO:0007040	lysosome organization	biological_process	0.08092768885594051	P50897|P51149|P61106|Q9H270|	PPT1|RAB7A|RAB14|VPS11|
GO:0007041	lysosomal transport	biological_process	9.453907217392126E-4	P51149|O00203|Q96JC1|Q9H270|	RAB7A|AP3B1|VPS39|VPS11|
GO:0007049	cell cycle	biological_process	3.283868174080504E-7	P62330|P61586|P49454|P19784|Q08379|P05556|Q99567|O95613|P09884|P49642|P49643|P17612|P31323|P11233|Q92900|P35658|Q13617|P78406|Q66GS9|Q99996|O43823|Q96CW5|Q9BSJ2|Q7Z7A1|O14578|O95684|Q9BV73|Q9Y2I6|Q76N32|O60885|P37198|Q14181|Q9UH99|Q8N4C6|Q9NXK8|Q96SN8|Q8TD19|	ARF6|RHOA|CENPF|CSNK2A2|GOLGA2|ITGB1|NUP88|PCNT|POLA1|PRIM1|PRIM2|PRKACA|PRKAR2B|RALA|UPF1|NUP214|CUL2|RAE1|CEP135|AKAP9|AKAP8|TUBGCP3|TUBGCP2|CNTRL|CIT|FGFR1OP|CEP250|NINL|CEP68|BRD4|NUP62|POLA2|SUN2|NIN|FBXL12|CDK5RAP2|NEK9|
GO:0007051	spindle organization	biological_process	0.004434697729993724	P61586|Q08379|O95613|Q96CW5|Q9BSJ2|Q9UH99|	RHOA|GOLGA2|PCNT|TUBGCP3|TUBGCP2|SUN2|
GO:0007052	mitotic spindle organization	biological_process	0.004434697729993724	P61586|Q08379|O95613|Q96CW5|Q9BSJ2|Q9UH99|	RHOA|GOLGA2|PCNT|TUBGCP3|TUBGCP2|SUN2|
GO:0007059	chromosome segregation	biological_process	0.12780398353791242	P49454|O43823|P37198|Q96SN8|	CENPF|AKAP8|NUP62|CDK5RAP2|
GO:0007088	regulation of mitotic nuclear division	biological_process	0.2703766711819732	P49454|P37198|Q96SN8|	CENPF|NUP62|CDK5RAP2|
GO:0007098	centrosome cycle	biological_process	0.00286684168248387	Q08379|Q66GS9|Q9BV73|Q76N32|P37198|Q8N4C6|Q96SN8|	GOLGA2|CEP135|CEP250|CEP68|NUP62|NIN|CDK5RAP2|
GO:0007154	cell communication	biological_process	7.681633815333099E-4	O94973|Q08117|P61586|P05026|P38606|Q15904|Q96CW1|P19784|P67870|P26358|Q7KZI7|P55085|P62873|P63218|P13984|P09601|P14735|P05556|Q9P0L2|P27448|P61006|Q9HCE1|O95613|P50897|P17612|P13861|P31323|P62820|P61019|P51148|P11233|P35241|Q04724|Q04726|O76024|P51149|Q13617|O76061|Q13546|O14745|Q9UN86|P62877|Q99996|Q13283|Q9H4P4|O43823|Q9Y4L1|P61026|O14578|Q9NP72|P37198|Q9UHD2|Q9UJZ1|P61106|Q86YT6|Q9H773|Q8TAD8|Q4KMQ2|	AP2A2|AES|RHOA|ATP1B1|ATP6V1A|ATP6AP1|AP2M1|CSNK2A2|CSNK2B|DNMT1|MARK2|F2RL1|GNB1|GNG5|GTF2F2|HMOX1|IDE|ITGB1|MARK1|MARK3|RAB8A|MOV10|PCNT|PPT1|PRKACA|PRKAR2A|PRKAR2B|RAB1A|RAB2A|RAB5C|RALA|RDX|TLE1|TLE3|WFS1|RAB7A|CUL2|STC2|RIPK1|SLC9A3R1|G3BP2|RBX1|AKAP9|G3BP1|RNF41|AKAP8|HYOU1|RAB10|CIT|RAB18|NUP62|TBK1|STOML2|RAB14|MIB1|DCTPP1|SNIP1|ANO6|
GO:0007155	cell adhesion	biological_process	0.02619804644425621	P62330|P61586|P05026|P12109|P35555|P05556|Q08431|P62820|P61026|Q9Y5J6|Q9NY61|	ARF6|RHOA|ATP1B1|COL6A1|FBN1|ITGB1|MFGE8|RAB1A|RAB10|TIMM10B|AATF|
GO:0007160	cell-matrix adhesion	biological_process	0.2703766711819732	P61586|P05556|Q9Y5J6|	RHOA|ITGB1|TIMM10B|
GO:0007163	establishment or maintenance of cell polarity	biological_process	7.429888771730546E-4	P62330|P61586|Q7KZI7|Q9P0L2|P27448|O14745|P61026|Q96SN8|	ARF6|RHOA|MARK2|MARK1|MARK3|SLC9A3R1|RAB10|CDK5RAP2|
